,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
109560,Individual,,,STEVEN,B.,HOPPER,,,,,,SPRINGFIELD,MO,USA,65807,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at these Facilities Only: Midwest Container Reconditioning, LLC, 3609 Mojave Court, Columbia, MO 65202  (First Violating Facility); Midwest Container Reconditioning, LLC, 3074 County Road 257, Fulton, MO 65251 (Second Violating Facility).",09/14/2010,Indefinite,,"(also MIDWEST CONTAINER RECONDITIONING, LLC)",S4MR3RJ7D,,
109565,Individual,,,STEVEN,L.,HOWELL,,,,,,CLEVELAND,OH,USA,44102,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 3241- 3245 West 65th St., Cleveland, OH 44102 (Violating Facility)",04/26/1993,Indefinite,,(also MICHAEL LASKA),S4MR3QGNC,,
109568,Individual,,,STEVEN,,HUNTER,,,,,,CAYUGA,NY,USA,13034,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 276 Wheat St., Cayuga, NY 13034 (Violating Facility) The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/02/2000,Indefinite,,,S4MR3N7FV,,
109651,Individual,,,STEVEN,,MANCUSO,,,,,,UTICA,NY,USA,13501,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,09/02/2015,09/01/2040,,"(also KODIAK CONSTRUCTION SERVICES INC, LESTER MANCUSO, PAUL MANCUSO, RONALD MANCUSO, KODIAK ENVIRONMENTAL SERVICES, G & D CONSTRUCTION, GEE CONSTRUCTION, NORTHERN CONSTRUCTION, AEG, INC., G & DS CONSTRUCTION, G&D CONSTRUCTION, PAUL MANCUSO)",S4MR4S9LB,,
109665,Individual,,,STEVEN,WILLIAM,MCCLAIN,,,,,,BRISTOL,PA,USA,19007,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Bristol Township WWTP, 1800 River Rd., Croydon, PA 19021-7900 (Violating Facility)",09/13/2006,Indefinite,,,S4MR3NXKX,,
109679,Individual,,,STEVEN,A.,MURRAY,,,,,,TALLADEGA,AL,USA,35160,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,11/18/2015,11/17/2020,,"(also BIO-TECH SYSTEMS, BIO TECH MANAGEMENT INC)",S4MR4X6GV,,
109693,Individual,,,STEVEN,DUANE,OSBOURNE,,,,,,FAIRBANKS,AK,USA,99709,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,02/17/2016,Indefinite,,(also THOMAS PURCELL),S4MR4ZKTD,,
109836,Individual,,,STEVEN,,ZUBRIN,,,,,,TURNERSVILLE,NJ,USA,08012,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Second and Price St., Trainer, PA 19016 (Violating Facility)",05/04/1992,Indefinite,,,S4MR3Q727,,
109860,Individual,,,STEWART,J.,ROTH,,,,,,HAMMOND,IN,USA,46324,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Oil Storage Tank, 3141st Street, Hammond, IN  46327-1203 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",05/16/2014,Indefinite,,,S4MR4HDN7,,
109861,Individual,,,STEWART,J.,ROTH,,,,,,HAMMOND,IN,USA,46324,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,07/06/2015,07/05/2018,,"(also NH ENVIRONMENTAL GROUP, INC, TIERRA ENVIRONMENTAL SERVICES, INC., RONALD HOLMES, A&C TIERRA ENVIROMENTAL, THOMAS GRAD)",S4MR4LJCG,,
109862,Individual,,,STEWART,J,ROTH,,,,,,HAMMOND,IN,USA,46324,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,07/06/2015,07/05/2018,,,S4MR53BWK,,
110360,Individual,,,SUSAN,DEBORAH,CLOSE,,,,,,RICHLAND,WA,USA,99352,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/02/2006,Indefinite,,"(also SUSAN FORSYTH, SUSAN ORR, SUSAN HOLLBERG, SUSAN RIECKE)",S4MR3QJVY,,
110440,Individual,,,SUSAN,,FORSYTH,,,,,,RICHLAND,WA,USA,99352,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/02/2006,Indefinite,,"(also SUSAN ORR, SUSAN HOLLBERG, SUSAN RIECKE, SUSAN CLOSE)",S4MR3PR18,,
110503,Individual,,,SUSAN,,HOLLBERG,,,,,,RICHLAND,WA,USA,99352,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/02/2006,Indefinite,,"(also SUSAN FORSYTH, SUSAN ORR, SUSAN RIECKE, SUSAN CLOSE)",S4MR3PR1B,,
110702,Individual,,,SUSAN,,ORR,,,,,,RICHLAND,WA,USA,99352,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/02/2006,Indefinite,,"(also SUSAN FORSYTH, SUSAN HOLLBERG, SUSAN RIECKE, SUSAN CLOSE)",S4MR3PR19,,
110741,Individual,,,SUSAN,,RIECKE,,,,,,RICHLAND,WA,USA,99352,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/02/2006,Indefinite,,"(also SUSAN FORSYTH, SUSAN ORR, SUSAN HOLLBERG, SUSAN CLOSE)",S4MR3Q95R,,
112106,Individual,,,TANVEER,,ANWAR,,,,,,CHARLOTTE,NC,USA,28269,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,08/11/2015,08/10/2018,,"(also MOHAMMAD AWAN, JASSIM JUBURI, EAGLE AUTO REPAIR)",S4MR4V6W8,,
112242,Individual,,,TARA,,PRESSON,,,,,,CHARLOTTE,NC,USA,28215,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Ecosolve, LLC, 4408 North Pointe Industrial Blvd., Charlotte, NC 28216 (Violating Facility)",01/15/2008,Indefinite,,,S4MR3PZ2Y,,
112505,Individual,,,TED,MATTHEWS,GIBBONS,,,,,,WHITE BEAR LAKE,MN,USA,55110,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: ECO Finishing Company, 5100 Industrial Blvd., NE, Minneapolis, MN 55421 (Violating Facility)",05/08/2006,Indefinite,,,S4MR3NLL1,,
113036,Individual,,,TERRENCE,,GEOGHEGAN,,,,,,BOSTON,MA,USA,02115,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Marathon Development Corporation, 3 Davol Sq., Providence, RI 02903 (Violating Facility)",05/04/1988,Indefinite,,,S4MR3P9MW,,
113224,Individual,,,TERRY,,CONKLIN,,,,,,CAPE CORRAL,FL,USA,33914,,Reciprocal,EPA,H,Prohibition/Restriction," The individual was convicted of violating the Clean Air Act and is eligible for awards at Fair Play Caramel Bldg., 147 Grand Ave., Johnson City, NY 13790 (Violating Facility)",04/29/1999,Indefinite,,,S4MR3NLMT,,
113238,Individual,,,TERRY,,DYKES,,,,,,LAKE WORTH,FL,USA,33461,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Parkland Town Center, LLC, 477 South Rosemary Ave., Suite 215, West Palm Beach, FL 33401 (Violating Facility)",07/21/2006,Indefinite,,,S4MR3Q6GB,,
113249,Individual,,,TERRY,GLEN,FOX,,,,,,BARTLETT,TN,USA,38135,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Rowan Midland (Vessel), Official Number/ Hull ID Number: O.N. 575567 (Violating Facility)",10/09/2007,Indefinite,,,S4MR3PX1H,,
113276,Individual,,,TERRY,WAYNE,JONES,,,,,,IRVING,TX,USA,75062,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 3649 Conflans St., Irving, TX 75061(Violating Facility)",05/28/1993,Indefinite,,,S4MR3QFXM,,
113279,Individual,,,TERRY,LEE,KELLY,,,,,,ROCKWOOD,TN,USA,37854,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Rockwood Sewage Treatment Plant, 900 N. Chamberlain Ave., Rockwood, TN 37854-3303 (Violating Facility)",11/20/2008,Indefinite,,,S4MR3Q2YR,,
113283,Individual,,,TERRY,PIERRE,LEBLANC,,,,,,LAFAYETTE,LA,USA,70501,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only:1099A Lake Martin Rd., Lafayette, LA 70501 (Violating Facility)",05/20/2004,Indefinite,,,S4MR3MW8K,,
113390,Individual,,,TERRY,LEE,WILLIAMS,,,,,,NEW HAVEN,MI,USA,48048,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Chrysler Plant (former), 14250 Plymouth Road, Detroit, MI  48227 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",10/24/2014,Indefinite,,,S4MR4L8NV,,
113483,Individual,,,THANH,LONG QUOC,NGUYEN,,,,,,CHARLOTTE,NC,USA,28226,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 2504 North Tryon Street, Charlotte, NC 28226 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",10/19/2012,Indefinite,,,S4MR48V9R,,
113514,Individual,,,THEA,,PRESTON,,,,,,ST. CHARLES,MO,USA,63301,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility Only: Venetian Harbor Facility, (Violating Facility) One Venetian Dr., Port Des Sioux, MO 63373-0130",03/15/2002,Indefinite,,,S4MR3NBHQ,,
113602,Individual,,,THEODORE,A.,HARVEY,,,,,,INDEPENDENCE,MO,USA,64055,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: T & H Enterprises, Inc., 28000 East Truman Rd., Independence, MO 64055 (Violating Facility)",07/21/1993,Indefinite,,"(also T AND H ENTERPRISES, INC., THEODORE HARVEY)",S4MR3QGFM,,
113603,Individual,,,THEODORE,AUSTIN,HARVEY,JR.,,,,,INDEPENDENCE,MO,USA,64055,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: T & H Enterprises, Inc., 28000 East Truman Rd., Independence, MO 64055 (Violating Facility)",07/21/1993,Indefinite,,"(also T AND H ENTERPRISES, INC., THEODORE HARVEY)",S4MR3P5ZQ,,
113639,Individual,,,THEODORE,ALPHONSO,SMITH,,,,,,HOPE MILLS,NC,USA,28348,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Facility Only: J & J Maintenance, Inc., Austin, TX 78704, Fayetteville, NC 28306 (Violating Facility)",06/20/2003,Indefinite,,"(also TIMOTHY PARKER, GERALD BUTLER)",S4MR3Q6SK,,
113785,Individual,,,THERESA,,NEUBAUER,,,,,,CRESTWOOD,IL,USA,60445,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,01/29/2015,01/28/2018,,,S4MR4JKCV,,
114011,Individual,,,THOMAS,,CLAU,,,,,,PHILADELPHIA,PA,USA,19145,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility, Ineligible At This Facility Only: The Drexel School (Violating Facility) 16th & Moore St., Philadelphia, PA 19145",09/12/2000,Indefinite,,,S4MR3N9SF,,
114050,Individual,,,THOMAS,,DAVANZO,,,,,,ESTERO,FL,USA,33928,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,04/19/2016,Indefinite,,"(also ADVANCED ENERGY GROUP, INC., COLUMBIA INDUSTRIAL GROUP, INC., NEW ENGLAND RENEWABLE CORPORATION, SOUTHWESTERN RENEWABLE BIOFUELS, ROBERT FEDYNA)",S4MR50ZDB,,
114062,Individual,,,THOMAS,EDWARD,DEVINS,,,,,,,XX,USA,,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Sundance West Apartments, 3245 Clover Way, Reno, NV 89509 (Violating Facility)",10/26/1993,Indefinite,,,S4MR3NY1S,,
114109,Individual,,,THOMAS,H.,FARIA,,,,,,PORTLAND,OR,USA,97201,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Faria Limited, LLC, d/b/a/ Sheffield Pharmaceuticals, 170 Broad Street, New London, CT  06320-5313  (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",02/13/2015,Indefinite,,,S4MR4L8MF,,
114110,Individual,,,THOMAS,H.,FARIA,,,,,,PORTLAND,OR,USA,97201,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,10/20/2015,10/19/2018,,,S4MR4VM0R,,
114159,Individual,,,THOMAS,C.,GRAD,,,,,,FRANKFORT,IL,USA,60423,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 3141st Street, Hammond, IN  46327-1203 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",05/22/2014,Indefinite,,,S4MR4HDN3,,
114160,Individual,,,THOMAS,C.,GRAD,,,,,,FRANKFORT,IL,USA,60423,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,07/06/2015,07/05/2018,,"(also NH ENVIRONMENTAL GROUP, INC, TIERRA ENVIRONMENTAL SERVICES, INC., RONALD HOLMES, A&C TIERRA ENVIROMENTAL, STEWART ROTH)",S4MR4LJCC,,
114161,Individual,,,THOMAS,C,GRAD,,,,,,FRANKFORT,IL,USA,60423,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,07/06/2015,07/05/2018,,,S4MR53BW9,,
114266,Individual,,,THOMAS,J.,KOWALSKI,,,,,,CLEVELAND,OH,USA,44110,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 1115 East 152nd St., Cleveland, OH  44110 (Violating Facility)",08/11/1993,Indefinite,,,S4MR3P4MM,,
114290,Individual,,,THOMAS,E.,LIBBY,,,,,,ASTORIA,OR,USA,971038360,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: California Shellfish Co. d/b/a Point Adams Packing Company, 482 Fleet St., Hammond, Oregon 97121 (Violating Facility)",08/25/2008,Indefinite,,,S4MR3PYGH,,
114304,Individual,,,THOMAS,WILLIAM,MANNING,,,,,,AURORA,IL,USA,60506,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,10/09/2015,10/08/2025,,,S4MR4V70T,,
114354,Individual,,,THOMAS,A.,MORA,,,,,,,XX,USA,,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-ineligible for awards to be performed at this Facility Only: Thomas A. Mora Property (Violating Facility), 2505 River Rd., Atascadero, CA 93422",11/22/2000,Indefinite,,,S4MR3N16M,,
114424,Individual,,,THOMAS,,REED,,,,,,ROTTERDAM JUNCTION,NY,USA,12150,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 862 Albany Shaker Rd., Latham, NY 12110 (Violating Facility)",06/22/2005,Indefinite,,"(also AAR CONTRACTOR, INC., ALEXANDER SALVAGNO, RAUL SALVAGNO, GERALD LINDQUIST, MICHAEL SHANAHAN, SHEON DIMAIO)",S4MR3N17W,,
114425,Individual,,,THOMAS,,REED,,,,,,ROTTERDAM JUNCTION,NY,USA,12150,,Reciprocal,EPA,,Ineligible (Proceedings Completed),Debarred for Life,03/28/2006,Indefinite,,"(also AAR CONTRACTOR, INC., ALEXANDER SALVAGNO, RAUL SALVAGNO, GERALD LINDQUIST, MICHAEL SHANAHAN, SHEON DIMAIO)",S4MR3N17W,,
114581,Individual,,,THOMAS,R.,WHITACRE,,,,,,CANTON,OH,USA,447063145,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Rees Plating Corporation, 5020 Southway St., SW, Canton, OH 44706-1959 (Violating Facility)",06/02/2004,Indefinite,,,S4MR3MSMX,,
114582,Individual,,,THOMAS,E.,WHITE,,,,,,FAIRVIEW PARK,OH,USA,44126,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Kelly Plating Company, 10316 Madison Avenue, Cleveland, OH  44102 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",04/28/2015,Indefinite,,(also KELLY PLATING CO),S4MR4NM34,,
114599,Individual,,,THOMAS,CHARLES,WISE,,,,,,SEATTLE,WA,USA,98136,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,09/12/2016,Indefinite,,,S4MR555LH,,
115011,Individual,,,TIMOTHY,,HOWARD,,,,,,GREER,SC,USA,29651,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Water Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 161 S Hammett Road, Greer, SC 29651 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.",08/11/2016,Indefinite,,,S4MR59ZRH,,
115086,Individual,,,TIMOTHY,WAYNE,PARKER,,,,,,FAYETTEVILLE,NC,USA,28301,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards at this Facility: J & J Maintenance, Inc., Austin, TX 78704, Fayetteville, NC 28306 (Violating Facility)",06/03/2003,Indefinite,,"(also THEODORE SMITH, GERALD BUTLER)",S4MR3N4H6,,
115091,Individual,,,TIMOTHY,,PINCKNEY,,,,,,TACOMA,WA,USA,98411,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,11/12/2014,11/11/2017,,"(also E M T ENVIRONMENTAL MANAGEMENT TRAINING, LLC, PAMELA PEPPER)",S4MR4HKFR,,
115114,Individual,,,TIMOTHY,,SEDNEY,,,,,,ERIE,PA,USA,16505,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 133 East Bayfront, Erie, PA 16505 (Violating Facility)",09/01/1992,Indefinite,,"(also BAYSHORE MARINA, CAROL SEDNEY)",S4MR3Q9DY,,
115124,Individual,,,TIMOTHY,O.,SLOAN,,,,,,WOODRUFF,SC,USA,29388,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,12/05/2013,06/19/2017,,(also JEREMY FOWLER),S4MR4C90Y,,
115151,Individual,,,TIMOTHY,DEAN,TOMLINSON,,,,,,BAINBRIDGE ISLAND,WV,USA,98110,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only: WR Environmental (Violating Facility), WR Engineering (Violating Facility), 233 Weaver Rd., NW., Bainbridge Island, WA 98110",12/15/1999,Indefinite,,,S4MR3Q6TD,,
115171,Individual,,,TIMOTHY,,WILLIAMS,,,,,,CANTON,OH,USA,44718,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation -  ineligible for awards to be performed at this Violating Facility Only: Exit C & D Landfill, Inc., 7099 Fairhill St., SE., Waynesburg, OH 44688 (Violating Facility)",04/27/2001,Indefinite,,,S4MR3N2NZ,,
115405,Individual,,,TITO,,ROEMPKE,,,,,,GIG HARBOR,WA,USA,98335,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Roempke Enterprises, 3317 Auburn Way North, Auburn, WA 98002(Violating Facility).  The Clean Air Act (42 U.S.C.7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",01/07/2011,Indefinite,,"(also J T ENVIRONMENTAL INC, A & D COMPANY  NORTHWEST INC, A.A. & D. NORTHWEST, INC., WOLFGANG ROEMPKE, MICHAEL NEUREITER, JAMES THOREEN)",S4MR3RCXB,,
115559,Individual,,,TOM,JACOB,OJEDA,,,,,,SAN ANTONIO,TX,USA,78249,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: A&F Industrial Services, Inc., 1102 West Laurel Street #4, San Antonio, TX 78201 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/15/2012,Indefinite,,(also JACOB OJEDA),S4MR49VC4,,
115620,Individual,,,TOMMY,,CRAFT,,,,,,CLEARWATER,FL,USA,33762,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,10/22/2015,10/21/2017,,"(also NEW NAUTICAL COATINGS INC, ERIK NORRIE, SEA HAWK REFINISH LINE INC, REFINISH LINE AUTO SUPPLIES, JASON REVIE, DAVID NORRIE, SEA HAWK PAINTS)",S4MR4VPSC,,
115828,Individual,,,TONY,CURTIS,GEORGE,,,,,,KAMIAH,ID,USA,83536,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Perfection Tire # 23 LLC, 330 Main St., Orofino, ID 83544 (Violating Facility)",05/07/2007,Indefinite,,,S4MR3PSWS,,
