,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
41868,Individual,,,GULAY,,CIBIK,,,,,,GREAT NECK,NY,USA,11022,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,02/18/2018,,,S4MR4JSTQ,,
41887,Individual,,,GUO,LE,CHEN,,,,,,HOUSTON,TX,USA,77036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/16/2016,06/15/2019,,,S4MR53DKL,,
41911,Individual,,,GURPREET,SINGH,KOHLI,,,,,,NORTH POTOMAC,MD,USA,20878,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/19/2014,09/18/2017,,,S4MR4GX3W,,
41959,Individual,,,GUSTAVO,,MADRIGAL,,,,,,SAN DIEGO,CA,USA,92101,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/04/2015,03/03/2018,,(also RICARDO LOPEZ-MUNGUIA),S4MR4JZGJ,,
42572,Individual,,,HAO,,YANG,,,,,,BLOOMSBURG,PA,USA,17815,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/10/2015,04/09/2020,,,S4MR4KFXW,,
42797,Individual,,,HAROLD,,TISCHLER,,,,,,BROOKLYN,NY,USA,11204,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/09/2015,04/08/2018,,,S4MR4KFJD,,
43041,Individual,,,HARVEY,,WHITEHEAD,,,,,,TROY,MI,USA,48098,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/02/2016,06/01/2021,,,S4MR5325G,,
43205,Individual,,,HAYSSAM,,MOUGHARBEL,,,,,,MILAN,MI,USA,48160,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2014,07/02/2018,,,S4MR4HGN5,,
43460,Individual,,,HECTOR,,AYALA,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,03/25/2018,,,S4MR4F395,,
43787,Individual,,,HENRI,M. NZONE,NGUESSA,,,,,,ELLICOTT CITY,MD,USA,21042,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,03/10/2017,,,S4MR4D8Q4,,
43788,Individual,,,HENRI,M.,NZONE,,,,,,ELLICOTT CITY,MD,USA,21042,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,03/10/2017,,,S4MR4D8QD,,
44077,Individual,,,HERIBERTO,,PEREZ-PINON,,,,,,FORREST CITY,AR,USA,723369000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/11/2013,12/07/2045,,,S4MR49MP1,,
44114,Individual,,,HERMAN,,STESEL,,,,,,BROOKLYN,NY,USA,11206,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/07/2016,06/06/2019,,"(also A1 4 ELECTRONICS INC, A1 4 ELECTRONICS INC, A1 4 ELECTRONICS INC, A1 PLUS ELECTRONICS, A1 PLUS ELECTRONICS)",S4MR536YF,,
44115,Individual,,,HERMAN,,VALDEZ,,,,,,BEAUMONT,TX,USA,77720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,02/27/2022,,,S4MR45MW3,,
44291,Individual,,,HILTON,ALEXIS,CORDERO-ROSARIO,,,,,,OAKDALE,LA,USA,71463,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/03/2015,08/21/2023,,,S4MR4L3RP,,
44537,Individual,,,HONG,,WEI,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/20/2013,08/06/2022,,,S4MR4B3H4,,
44572,Individual,,,HOPE,K.,KANTETE,,,,,,BRUCETON MILLS,WV,USA,26525,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2015,06/25/2035,,,S4MR4LJV9,,
44648,Individual,,,HOUNG,,CHEN,,,,,,YOUNGSVILLE,LA,USA,70592,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/01/2016,05/31/2019,,,S4MR531B8,,
44839,Individual,,,HUA,ZHU,DONG,,,,,,PORT ARTHUR,TX,USA,77642,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2019,,,S4MR535DX,,
44935,Individual,,,HUI,,CHEN,,,,,,BASTROP,LA,USA,71220,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/22/2014,12/21/2017,,,S4MR4J0K5,,
44945,Individual,,,HUIQING,,LIU,,,,,,FLUSHING,NY,USA,11355,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/28/2016,01/27/2019,,,S4MR4Z0ZH,,
44965,Individual,,,HUMBERTO,,DOMINGUEZ,,,,,,PHOENIX,AZ,USA,85033,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/02/2015,12/01/2018,,,S4MR4XL4H,,
45000,Individual,,,HUNG,YI,LIN,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,07/08/2019,,(also KATY LIN),S4MR4JSTR,,
45444,Individual,,,ILKHAM,,FAZILOV,,,,,,WHITE DEER,PA,USA,178872000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/22/2012,06/21/2017,,(also SUNCOAST HOSPITALITY INC.),S4MR3RN55,,
45647,Individual,,,IOSIF,,CAZA,,,,,,LOMPOC,CA,USA,93436,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/20/2011,04/04/2021,,,S4MR3RFNQ,,
45719,Individual,,,IRENE,,EADS,,,,,,LANCASTER,TX,USA,75134,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/22/2016,06/21/2019,,,S4MR53LMP,,
45784,Individual,,,IRIS,YANETH VILLALOBOS,AGUILAR,,,,,,SPRINGFIELD,VA,USA,22150,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/10/2014,02/09/2017,,,S4MR4CXXV,,
45837,Individual,,,IRMA,ADRIANA,LOPEZ,,,,,,CEDAR PARK,TX,USA,78613,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H1BD,,
45838,Individual,,,IRMA,ADRIANA,LOPEZ DE VICHARELLY,,,,,,CEDAR PARK,TX,USA,78613,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H1B5,,
45839,Individual,,,IRMA,ADRIANA,LOPEZ-VASQUEZ,,,,,,CEDAR PARK,TX,USA,78613,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H19B,,
45854,Individual,,,IRMA,LOPEZ,VICHARELLY,,,,,,CEDAR PARK,TX,USA,78613,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H1B0,,
45855,Individual,,,IRMA,ADRIANA,VICHARELLY,,,,,,CEDAR PARK,TX,USA,78613,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H1BB,,
45913,Individual,,,IRWING,LENIN,ROSAS,,,,,,GARLAND,TX,USA,75043,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/06/2014,03/05/2017,,,S4MR4D77W,,
46043,Individual,,,ISIDRO,HINOJOSA,BENAVIDES,,,,,,LAREDO,TX,USA,780452010,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/06/2013,05/05/2023,,,S4MR48T55,,
46125,Individual,,,ISRAEL,,CORTES-MORALES,,,,,,YAZOO CITY,MS,USA,391945000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/07/2013,01/11/2034,,,S4MR48T60,,
46135,Individual,,,ISRAEL,,PEREZ-PINON,,,,,,AYER,MA,USA,014320879,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/11/2013,11/18/2039,,,S4MR49MNP,,
46144,Individual,,,ISRAEL,,ZAMUDIO-GONZALEZ,,,,,,PLANO,TX,USA,75074,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/05/2014,03/04/2017,,,S4MR4D6Q7,,
46259,Individual,,,IVHAN,DANIEL,HERRERA-CHIANG,,,,,,SPRINGFIELD,MO,USA,65801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,02/11/2030,,,S4MR4FK3L,,
46319,Individual,,,J,GUADALUPE,HERNANDEZ,,,,,,FARMINGTON,NY,USA,14425,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/28/2017,,,S4MR4H15W,,
46432,Individual,,,JACK,VINCENT,EDLUND,,,,,,MESA,AZ,USA,85209,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/10/2015,12/09/2018,,,S4MR4XTPT,,
46528,Individual,,,JACK,,ZIMMERMAN,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/14/2014,02/22/2051,,,S4MR4CM98,,
46683,Individual,,,JACOB,DILLON,TYLER,,,,,,CHILLICOTHE,OH,USA,45601,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,10/03/2011,11/01/2062,,,S4MR3RGT9,,
47031,Individual,,,JAGDIP,SINGH,SEKHON,,,,,,ATWATER,CA,USA,95301,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/02/2011,01/29/2019,,,S4MR3RDN4,,
47042,Individual,,,JAGPRIT,SINGH,SEKHON,,,,,,HERLONG,CA,USA,961130800,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/26/2011,07/25/2023,,,S4MR3R9GH,,
47078,Individual,,,JAIME,,GALVAN,,,,,,GLENVILLE,WV,USA,26351,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/11/2014,08/08/2018,,,S4MR4GS6C,,
47105,Individual,,,JAIME,,RANGEL,,,,,,LITTLETON,CO,USA,80123,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,12/19/2017,,,S4MR4DT3G,,
47222,Individual,,,JAMAL,LELAND,LANDRUM,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/30/2015,12/07/2025,,,S4MR4TSYB,,
48274,Individual,,,JAMES,,MURPHY,JR.,,,,,BASTROP,TX,USA,786021010,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,10/03/2011,01/28/2041,,,S4MR3RD3N,,
48771,Individual,,,JAMES,M,WOOSLEY,,,,,,TUCSON,AZ,USA,857116565,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/30/2012,11/29/2017,,,S4MR471T7,,
49207,Individual,,,JANELL,,COMPTON,,,,,,GREEN FOREST,AR,USA,72638,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,05/13/2017,,,S4MR4F38M,,
49719,Individual,,,JANINE,,SITAO,,,,,,WAYNE,NJ,USA,07470,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2018,,,S4MR4JQN3,,
49980,Individual,,,JASON,ALISTAIR,LOWERY,,,,,,BEAVER,WV,USA,258130350,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/16/2013,02/07/2025,,,S4MR4BFJB,,
49989,Individual,,,JASON,,MILANO,,,,,,LEXINGTON,KY,USA,405124500,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/17/2012,04/14/2029,,,S4MR3RB1S,,
50178,Individual,,,JAVIER,,VILLANUEVA,,,,,,WOODVILLE,TX,USA,75990,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/05/2014,01/02/2018,,,S4MR4D6MQ,,
50297,Individual,,,JAYLEN,,JONES,,,,,,TUCSON,AZ,USA,857344549,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2013,06/25/2038,,,S4MR4BTGG,,
50329,Individual,,,JAZMIN,,DAVIS,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,04/01/2026,,(also RANDY BALLARD),S4MR4N0SJ,,
50475,Individual,,,JEAN CLAUDE,KODJO,TOVIAVE,,,,,,ANN ARBOR,MI,USA,48105,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/22/2014,12/21/2017,,,S4MR4J0K3,,
50684,Individual,,,JED,MATHEW DAVID,PHILWIN,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2018,,,S4MR4JQMC,,
50901,Individual,,,JEFFREY,DELANO,FRANKLIN,,,,,,CAPITOL HEIGHTS,MD,USA,20743,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/02/2014,09/01/2017,,,S4MR4GR38,,
50966,Individual,,,JEFFREY,W.,HERSCHELL,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2015,02/10/2027,,,S4MR4LJWM,,
51246,Individual,,,JEMERY,ATRAL,HODGES,,,,,,BILLERICA,MA,USA,01862,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/08/2016,06/07/2019,,,S4MR537PD,,
51906,Individual,,,JENNY,BEATRIS PARADA,PONCE,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,06/16/2025,,,S4MR4F39W,,
52210,Individual,,,JERRY,,AVANES,,,,,,GLENDALE,CA,USA,91201,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2015,04/21/2018,,(also JIRAIR AVANESSIAN),S4MR4KLDJ,,
52211,Individual,,,JERRY,,AVANESSIAN,,,,,,GLENDALE,CA,USA,91201,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2015,04/21/2018,,(also JIRAIR AVANESSIAN),S4MR4KLDG,,
52745,Individual,,,JESUS,,BARRON-ORTIZ,,,,,,BASTROP,TX,USA,78602,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,06/15/2023,,,S4MR4D8PX,,
52759,Individual,,,JESUS,,DAVILA,,,,,,FORT WORTH,TX,USA,76119,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/29/2014,08/03/2028,,,S4MR4HCMQ,,
52760,Individual,,,JESUS,,DE LUNA,,,,,,MCALLEN,TX,USA,78503,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,11/06/2017,,,S4MR4HHQB,,
52766,Individual,,,JESUS,MANUEL,DORADO,,,,,,FOLKSTON,GA,USA,31537,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/25/2015,08/24/2017,,,S4MR4RN2H,,
52904,Individual,,,JEWEL,,AQUINO,,,,,,WAIPAHU,HI,USA,96797,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/11/2020,,,S4MR4JQMW,,
52945,Individual,,,JIAN,TUAN,DONG,,,,,,ROCKWALL,TX,USA,75032,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2018,,,S4MR535DJ,,
52954,Individual,,,JIANG,PING,ZHANG,,,,,,HOUSTON,TX,USA,77072,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2019,,,S4MR5462F,,
52957,Individual,,,JIANJUN,,MA,,,,,,EDEN,TX,USA,76837,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2021,,(also PAUL MA),S4MR5462H,,
52978,Individual,,,JIHUA,,ZHANG,,,,,,NAPERVILLE,IL,USA,60564,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/26/2014,03/25/2019,,,S4MR4DH9T,,
53206,Individual,,,JIMMY,,NGUYEN,,,,,,LEWISBURG,PA,USA,178371000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,06/29/2019,,,S4MR45MW0,,
53243,Individual,,,JIN,ZHU,FANG,,,,,,YOUNGSVILLE,LA,USA,70592,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/01/2016,05/31/2019,,,S4MR5319C,,
53245,Individual,,,JIN,HUI,LIU,,,,,,FLUSHING,NY,USA,11355,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/03/2016,02/02/2019,,,S4MR4Z5GJ,,
53246,Individual,,,JIN,SEOB,OH,,,,,,PHILIPSBURG,PA,USA,16866,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,09/23/2017,,,S4MR4GZ80,,
53248,Individual,,,JIN,ZHU,WANG,,,,,,PORT ARTHUR,TX,USA,77642,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/02/2016,06/01/2019,,,S4MR5325C,,
53256,Individual,,,JING,LIANG,CHEN,,,,,,PHILIPSBURG,PA,USA,168668139,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/20/2013,08/19/2018,,,S4MR4B3HN,,
53257,Individual,,,JING,HENG,JIANG,,,,,,BASTROP,LA,USA,71220,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/19/2016,05/18/2019,,,S4MR52RXF,,
53260,Individual,,,JING,JING,SUN,,,,,,SLIDELL,LA,USA,70461,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/17/2015,04/16/2018,,,S4MR4KJD5,,
53267,Individual,,,JIRAIR,HAJIABADI,AVANESSIAN,,,,,,GLENDALE,CA,USA,91201,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2015,04/21/2018,,"(also JERRY AVANESSIAN, JERRY AVANES)",S4MR4KLDF,,
53725,Individual,,,JOAQUIN,,MENDEZ-HERNANDEZ,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/01/2015,09/30/2114,,,S4MR4TVD4,,
53733,Individual,,,JOB,,ORTUNA-GARCIA,,,,,,HOUSTON,TX,USA,77002,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/12/2014,03/11/2019,,,S4MR4D9GD,,
53882,Individual,,,JODY,,VITALE,,,,,,LAUDERDALE-BY-THE-SEA,FL,USA,33308,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/19/2016,01/18/2019,,,S4MR4YRMS,,
53957,Individual,,,JOE,,SCOTT,,,,,,FORT WORTH,TX,USA,761190330,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,04/10/2029,,,S4MR3RMZ0,,
54506,Individual,,,JOHN,F.,CURRAN,III,,,,,FORT DIX,NJ,USA,08640,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/08/2014,04/11/2020,,,S4MR4DN3Y,,
55516,Individual,,,JOHN,RANDALL,SANFORD,,,,,,PHOENIX,AZ,USA,85050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/16/2015,12/15/2018,,,S4MR4Y04D,,
56015,Individual,,,JOHNNY,,TURRENTINE,,,,,,INEZ,KY,USA,41224,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/01/2014,05/06/2021,,,S4MR4DXWX,,
56169,Individual,,,JONATHAN,VIRGIL,HANS,,,,,,JESUP,GA,USA,31599,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,03/12/2029,,,S4MR3RMYV,,
56220,Individual,,,JONATHAN,,RIVERA-SANTANA,,,,,,CAROLINA,PR,USA,00983,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/05/2015,08/04/2018,,,S4MR4PRGT,,
56226,Individual,,,JONATHAN,JAMAR,SANDERS,,,,,,TUCSON,AZ,USA,857344549,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2013,06/25/2038,,,S4MR4BTFV,,
56402,Individual,,,JORGE,ALBERTO,DELARCO-GONZALES,,,,,,DEPEW,NY,USA,140431367,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2013,10/23/2018,,,S4MR4BTDR,,
56426,Individual,,,JORGE,L,GOMEZ-ROSALES,,,,,,FOLKSTON,GA,USA,315379000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/27/2012,03/04/2023,,,S4MR45Z2J,,
56453,Individual,,,JORGE,,LIRA-XOCHICALE,,,,,,FOLKSTON,GA,USA,31537,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2015,10/29/2020,,,S4MR4SCR0,,
56484,Individual,,,JORGE,,MONTEZ,,,,,,THREE RIVERS,TX,USA,78071,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,07/27/2022,,,S4MR4H175,,
56485,Individual,,,JORGE,,MONTOYA,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,01/10/2025,,,S4MR4F397,,
56662,Individual,,,JOSE,,CAMPOS,,,,,,WELCH,WV,USA,248011009,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,04/29/2021,,,S4MR47QXJ,,
56683,Individual,,,JOSE,ANGEL,CASTILLO-REYNA,,,,,,EDEN,TX,USA,76837,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,03/10/2021,,,S4MR4H189,,
56705,Individual,,,JOSE,LUIS,CORONADO,,,,,,PEKIN,IL,USA,615555000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,04/02/2012,08/21/2020,,(also JUAN HERNANDEZ),S4MR3R8JR,,
56736,Individual,,,JOSE,MARIA MEZA,DIAZ,,,,,,GEORGETOWN,DE,USA,19947,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/07/2014,08/06/2017,,,S4MR4G8GB,,
56814,Individual,,,JOSE,FRANCISCO,GELOVER-JEREZ,,,,,,BRADFORD,PA,USA,16701,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,12/12/2029,,,S4MR4DT2C,,
56839,Individual,,,JOSE,LUIS,GUZMAN-SANCHEZ,,,,,,AYER,MA,USA,014320879,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,01/08/2045,,,S4MR47R2T,,
56866,Individual,,,JOSE,CIRO,JUAREZ-SANTAMARIA,,,,,,INEZ,KY,USA,41224,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,08/01/2111,,,S4MR45MWC,,
56889,Individual,,,JOSE,,LOPEZ,,,,,,MORGANTOWN,WV,USA,265071000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,11/13/2018,,(also JOSE LOPEZ-PONCE),S4MR3R89V,,
56897,Individual,,,JOSE,,LOPEZ-PONCE,,,,,,MORGANTOWN,WV,USA,265071000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,11/13/2018,,(also JOSE LOPEZ),S4MR3R89T,,
56907,Individual,,,JOSE,SANTOS,MALDONADO,,,,,,PASADENA,TX,USA,77502,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2014,09/08/2019,,,S4MR4GR7Q,,
56908,Individual,,,JOSE,SANTOS,MALDONADO-CARDENAS,,,,,,PASADENA,TX,USA,77502,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2014,09/08/2019,,,S4MR4GR8H,,
57040,Individual,,,JOSE,LUIS,RAMIREZ-DORANTES,,,,,,JONESVILLE,VA,USA,24263,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/14/2015,05/10/2098,,,S4MR4JBG5,,
57062,Individual,,,JOSE,RODRIGO,RIVERA-AVALOS,,,,,,EDGEFIELD,SC,USA,298240725,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/09/2013,08/18/2021,,,S4MR49ZNS,,
57157,Individual,,,JOSE,HERNANDEZ,TRUJILLO,,,,,,SAVANNAH,GA,USA,31406,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,07/23/2018,,,S4MR4N0SR,,
57171,Individual,,,JOSE,RICARDO,VAZQUEZ-GARCIA,,,,,,MCRAE HELENA,GA,USA,31055,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2015,07/07/2018,,,S4MR4LJVC,,
57182,Individual,,,JOSE,RAMIRO,VICHARELLY,,,,,,BASTROP,TX,USA,78602,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,05/31/2019,,,S4MR4H19W,,
57183,Individual,,,JOSE,ARMANDO,VICHARELLY,,,,,,BASTROP,TX,USA,78602,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,05/31/2019,,,S4MR4H19X,,
57298,Individual,,,JOSEFINA,,CARABALLO,,,,,,KEARNY,NJ,USA,07032,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/19/2016,01/18/2019,,,S4MR4YRMT,,
57836,Individual,,,JOSEPH,,O'TOOLE,,,,,,CLAREMONT,CA,USA,917111647,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/31/2012,01/30/2017,,(also INLAND MARKETING SERVICES INC),S4MR3RBZS,,
58052,Individual,,,JOSEPH,WAI-MAN,WU,,,,,,WEST COVINA,CA,USA,91791,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,05/13/2017,,,S4MR4F3BW,,
58057,Individual,,,JOSEPH,,YANNAI,,,,,,WHITE DEER,PA,USA,17887,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/19/2014,05/30/2030,,,S4MR4GX4F,,
58564,Individual,,,JU,MEE,LEE,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,07/28/2018,,,S4MR4HHRC,,
58565,Individual,,,JU,MEE,LEE GROSS,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,07/28/2018,,,S4MR4HHRH,,
58566,Individual,,,JU,MEE,LEE-GROSS,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,07/28/2018,,,S4MR4HHRG,,
58578,Individual,,,JUAN,JOSE,AGUILAR,,,,,,YAZOO CITY,MS,USA,39194,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/23/2015,06/04/2026,,,S4MR4THNN,,
58640,Individual,,,JUAN,,CORTES-MEZA,,,,,,SALTERS,SC,USA,29590,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,12/11/2067,,,S4MR3RBVR,,
58650,Individual,,,JUAN,CARLOS,DE LA CRUZ REYNA,,,,,,BIG SPRING,TX,USA,79720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/27/2014,12/30/2024,,,S4MR4HBPQ,,
58695,Individual,,,JUAN,ANTONIO,GARCIA-GARAY,,,,,,ATLANTA,GA,USA,303150160,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/06/2013,12/01/2024,,,S4MR48T56,,
